machine_id,temperature,vibration,pressure,humidity,failure
1,74.96714153011233,4.364360476965945,46.60752634756389,38.56576783541071,0
2,68.61735698828815,4.319878837424219,48.47250268473174,39.6734409625969,1
3,76.47688538100692,2.3065352410549775,47.01309469477429,40.64294878587582,0
4,85.23029856408026,4.504864712447844,50.5520902347306,49.4686146164618,1
5,67.65846625276664,6.099243622732617,55.98589265730956,32.527826915132565,0
6,67.6586304305082,3.0886518213848073,46.14478921429398,31.5365300848734,0
7,85.79212815507391,6.5727239765758885,55.00410248884207,52.36619742142975,0
8,77.67434729152909,5.731662231626507,46.09163963826556,35.37355258118702,1
9,65.30525614065049,3.898650017043443,45.76186393751558,27.369646464229337,0
10,75.42560043585965,4.787705543993229,54.09297309171607,35.1487005790013,0
11,65.36582307187538,7.397482711461549,54.60968189003808,36.69947264755999,0
12,65.34270246429743,6.1003217202587985,54.25704968381327,55.54962727725765,0
13,72.41962271566034,5.013175482347222,43.421012958909294,49.248262123767375,0
14,50.86719755342202,4.643475024558524,47.670245109639744,51.47520616632242,0
15,52.75082167486967,5.114913605677489,54.114942960016606,48.19973642346786,0
16,64.37712470759027,4.232354663086545,50.20770920281947,49.46243671615314,1
17,59.87168879665576,1.8428757414214783,44.63153576901268,33.11917873419682,0
18,73.14247332595274,8.063266865802095,52.29158969562721,38.01397844646516,0
19,60.91975924478789,5.232987498799102,46.42596370504265,30.10084686976451,0
20,55.87696298664709,5.597220897683806,58.97262424196106,37.89511969462966,1
21,84.65648768921554,4.913138375184637,57.724207312091295,46.84104990934741,0
22,67.74223699513465,3.897324798913118,53.020487131777834,41.34583284812247,0
23,70.67528204687923,4.721113278576844,56.80503352384887,53.114808189602954,0
24,55.75251813786544,2.6009078567085333,50.32395675061691,28.585842077727808,0
25,64.55617275474818,8.415629747079958,53.82718747187508,45.0023835069824,1
26,71.10922589709867,3.148232002366406,57.388601476510374,27.516971981306817,1
27,58.490064225776976,3.4520505742292307,51.22749340897156,40.941764691736424,0
28,73.75698018345672,4.339611193420399,48.72406414242858,47.40333422556479,0
29,63.99361310081195,6.932113587278566,41.47689020911442,37.85497433175781,0
30,67.08306250206724,5.021763498893981,49.58433237139253,45.51126604086956,0
31,63.98293387770603,3.145796305954306,54.11711592281156,30.40267665167066,0
32,88.52278184508938,6.88150754113601,54.72816713783815,23.36310021803617,0
33,69.86502775262066,6.096500940178222,52.52182532859205,45.57029622487803,0
34,59.422890710440996,5.807652435824679,47.2935045251888,57.44010234075733,1
35,78.22544912103189,6.0736013617562605,40.115892155262046,30.03955059830108,0
36,57.791563500289776,8.591542850873676,47.523924509976325,52.221941801067956,0
37,72.08863595004756,8.277642342554168,48.478275644730246,40.43423408816411,0
38,50.403298761202244,3.969926985495057,48.43535516404993,26.64308478306924,0
39,56.71813951101569,7.435827489216728,53.092781784889624,28.684946986478373,0
40,71.96861235869123,5.57475228463835,59.928382055074195,40.1578477336065,0
41,77.3846657999541,5.748643724206624,50.617646009205465,35.95537712075896,0
42,71.7136828118997,2.4615937525350073,48.91634105421769,26.87087023241761,0
43,68.8435171761176,4.744421351917706,48.70389093497954,23.05960718774595,0
44,66.98896304410711,3.7807646144951526,50.62192383453857,31.53280672073494,1
45,55.214780096325725,6.242088222339964,45.85853119825801,41.93809008331118,0
46,62.801557916052914,6.606620750604208,50.60099279373028,39.93599247396862,1
47,65.39361229040213,1.888270473475533,52.254061681658996,34.98762042499922,1
48,80.57122226218915,4.966947703993594,51.04843031787244,42.01887194291483,1
49,73.43618289568461,6.6827922571913785,52.28770967002391,50.40026719862688,1
50,52.36959844637266,4.719981556529833,52.168738046742675,43.941265104341475,0
51,73.24083969394795,6.093595467503547,41.14051658876778,38.786913286104195,1
52,66.14917719583684,5.526748201440626,53.18435079197702,49.28072006660689,0
53,63.23077999694041,5.5124903479289395,46.64492577168773,30.40149697783705,0
54,76.11676288840867,4.593027532897554,44.52080418498021,37.750804604446486,0
55,80.30999522495951,3.1751287937964356,44.47774086072502,37.989120643996316,0
56,79.31280119116198,3.317704778862459,52.16770805236265,27.630467415571545,0
57,61.607824767773614,6.064028771682976,48.88712536387573,35.80125837715642,0
58,66.90787624148786,5.029187383278325,41.590156080072944,19.25040319104697,0
59,73.31263431403563,4.792231633089163,52.390189075961416,59.12178047662954,0
60,79.75545127122359,4.364164936516471,42.801959346005866,30.62586211563687,0
61,65.2082576215471,4.542216731778872,50.69910679259105,55.861141314213114,0
62,68.14341023336183,6.570367691732209,51.19249462836527,40.380845057194925,0
63,58.93665025993972,4.49713387719796,54.42788540847523,45.64864132155959,0
64,58.037933759193294,2.9884029300476467,58.90842393233426,35.112002016490685,0
65,78.12525822394198,6.11547766331026,43.176618370497295,42.079296919616745,0
66,83.56240028570824,4.692685004202924,49.73763071968475,46.50489639988436,0
67,69.27989878419666,5.047093798299165,48.618323524778916,46.64552414394182,0
68,80.03532897892023,7.411367459599266,52.16874842980481,47.74773390074357,0
69,73.61636025047635,4.969159163974239,51.07834385466809,36.316672899608236,0
70,63.54880245394876,5.433775509678088,48.2372687863169,35.196403275086446,0
71,73.61395605508415,3.2316147630525123,47.795489056945726,24.058236747323964,1
72,85.38036566465969,4.67049582147356,44.417745724079765,45.23219011176937,0
73,69.64173960890048,5.914289067812902,54.93930791203255,50.82378711323443,0
74,85.64643655814007,2.6669393992381365,52.296020907997644,56.159816799179296,0
75,43.80254895910255,5.301267639673564,54.58884098897569,43.05172634580508,0
76,78.21902504375224,5.151186608967209,48.44801931762243,32.33520227091431,1
77,70.87047068238171,5.061931183381159,46.71582265652785,23.029038567105445,0
78,67.00992649534132,6.555738347987365,44.608424666853864,50.416667330833505,0
79,70.91760776535503,5.501657772272782,51.7945879187033,22.037234332224646,0
80,50.124310853991076,7.217107847534666,44.801033877358826,36.59395922256233,0
81,67.80328112162488,3.5096157266089456,59.24331534483275,37.75693172056354,0
82,73.57112571511746,5.203886850827522,43.461787094532795,39.30544862148981,0
83,84.77894044741517,5.126700179584921,51.36830059606251,40.3580260003584,0
84,64.81729781726352,3.39611825936738,57.834273536068935,41.38147556367575,1
85,61.91506397106812,6.434442503137019,52.995448796319046,15.846367379214705,0
86,64.98242956415463,8.487009958779227,50.878368562458895,40.14655909870127,0
87,79.15402117702074,4.974490888274254,45.15758176519052,17.70424425888123,0
88,73.28751109659684,5.75753163241065,43.09115405716148,47.32218073090995,0
89,64.70239796232961,5.126777713722991,53.85025054458793,34.44874844196388,0
90,75.13267433113356,3.929622995139236,57.53073620387473,18.429632747766497,0
91,70.9707754934804,2.2688595832969756,47.805750047609145,31.857953226146243,0
92,79.68644990532889,3.941339775356952,44.30469246191824,34.29924660815346,0
93,62.979469061226474,2.912062428572403,37.709152847254906,51.90699617555005,0
94,66.72337853402232,7.556153117088677,45.096175781687315,41.96637741750245,0
95,66.07891846867842,4.827335459115141,49.4317157875048,43.4444494435058,0
96,55.364850518678814,4.481121006429244,57.99561620418367,51.812216342206014,0
97,72.96120277064576,6.333730737181709,53.365668461164844,39.03855712075511,0
98,72.6105527217989,3.317373345716168,51.525427023533766,47.54187961032403,0
99,70.05113456642461,3.8497039429931714,47.99940169349435,46.83861113931992,1
100,67.65412866624852,5.102108403872932,47.08417141372022,27.135305064305875,0
101,55.84629257949586,6.543153487135221,57.02823798753982,54.729835776298295,0
102,65.79354677234642,5.752527567753182,51.00369270379195,25.796982199293055,0
103,66.57285483473231,5.372487713773824,39.48699654039489,49.17366649477848,0
104,61.97722730778381,5.117176602854024,46.63230176051378,24.829269630943674,1
105,68.3871428833399,5.600353783290163,45.708919841141864,46.01236788151673,0
106,74.04050856814538,5.302479357693882,47.26867995411268,58.61914878150173,0
107,88.8618590121053,3.4550415878345966,52.81455330142543,37.870213434497884,0
108,71.74577812831839,5.069118832449727,49.46277559102875,37.43644357146854,0
109,72.57550390722764,3.3894670116233714,49.61567296498169,46.10439999316849,0
110,69.25554084233833,5.121623814351236,56.567365806626185,36.70603544037457,0
111,50.812287847009586,4.279028087767638,46.517694551066555,58.18278703742821,0
112,69.73486124550783,8.809072434174292,59.32099762943675,41.92192249458696,1
113,70.60230209941027,4.940158424372432,46.64346204314457,36.79830491779274,0
114,94.63242112485287,2.893640650607617,50.445990983062856,34.597144721043165,0
115,68.07639035218878,4.798729683984613,48.59398202298617,30.670515298269795,0
116,73.01547342333612,5.779038118456832,50.617095667504806,33.7224501324251,0
117,69.65288230294756,7.510045919228785,52.22295997536565,36.49326606341403,0
118,58.31321962380468,4.115821400091923,52.16917620044438,35.123609265014196,0
119,81.4282281451502,2.62635803896454,46.2344133468971,33.41824725862896,1
120,77.51933032686775,6.225255517146472,44.385426612762146,60.9884123035244,0
121,77.91031947043047,2.929101941150523,62.515858954528554,29.6990492351051,0
122,60.906125452052606,4.345766837738773,47.58007830199723,41.466325876461745,0
123,84.02794310936099,4.613569271733509,53.49606219335993,45.92521009760872,0
